# started on Sun May 31 21:59:25 2020

     0.500108322,823269407,,cycles,753887838,100.00,,
     0.500108322,897158976,,instructions,753950660,100.00,1.09,insn per cycle
     0.500108322,172436245,,branches,753988530,100.00,,
     0.500108322,6817521,,branch-misses,754020040,100.00,3.95,of all branches
     0.500108322,20312573,,L1-dcache-load-misses,754048078,100.00,,
     0.500108322,26596336,,L1-icache-load-misses,754073901,100.00,,
     0.500108322,409170,,LLC-load-misses,754102634,100.00,,
     0.500108322,102411,,LLC-store-misses,754130326,100.00,,
     0.500108322,11845028,,l2_rqsts.miss,754157206,100.00,,
     1.000507925,1264083867,,cycles,816395817,100.00,,
     1.000507925,1808912412,,instructions,816406095,100.00,1.73,insn per cycle
     1.000507925,351607287,,branches,816412208,100.00,,
     1.000507925,11103226,,branch-misses,816418615,100.00,4.24,of all branches
     1.000507925,40540008,,L1-dcache-load-misses,816424478,100.00,,
     1.000507925,25930264,,L1-icache-load-misses,816430264,100.00,,
     1.000507925,266607,,LLC-load-misses,816435881,100.00,,
     1.000507925,156025,,LLC-store-misses,816441902,100.00,,
     1.000507925,16611926,,l2_rqsts.miss,816447430,100.00,,
     1.500828489,1416292271,,cycles,872132846,100.00,,
     1.500828489,2044225979,,instructions,872174020,100.00,1.75,insn per cycle
     1.500828489,395476095,,branches,872205895,100.00,,
     1.500828489,13205479,,branch-misses,872232720,100.00,4.31,of all branches
     1.500828489,39719727,,L1-dcache-load-misses,872258583,100.00,,
     1.500828489,28856586,,L1-icache-load-misses,872284409,100.00,,
     1.500828489,387682,,LLC-load-misses,872310790,100.00,,
     1.500828489,135372,,LLC-store-misses,872335616,100.00,,
     1.500828489,19052568,,l2_rqsts.miss,872360660,100.00,,
     2.001229378,2233620804,,cycles,1069596324,100.00,,
     2.001229378,2933118579,,instructions,1069602583,100.00,2.04,insn per cycle
     2.001229378,544476533,,branches,1069606782,100.00,,
     2.001229378,21731834,,branch-misses,1069610890,100.00,5.94,of all branches
     2.001229378,52892813,,L1-dcache-load-misses,1069615087,100.00,,
     2.001229378,50707620,,L1-icache-load-misses,1069618816,100.00,,
     2.001229378,714850,,LLC-load-misses,1069622503,100.00,,
     2.001229378,318547,,LLC-store-misses,1069626375,100.00,,
     2.001229378,26267756,,l2_rqsts.miss,1069630104,100.00,,
     2.501588788,1443280379,,cycles,1070335798,100.00,,
     2.501588788,2086835425,,instructions,1070347024,100.00,1.45,insn per cycle
     2.501588788,410539819,,branches,1070354703,100.00,,
     2.501588788,12309250,,branch-misses,1070361915,100.00,3.28,of all branches
     2.501588788,39516149,,L1-dcache-load-misses,1070368944,100.00,,
     2.501588788,25542578,,L1-icache-load-misses,1070376078,100.00,,
     2.501588788,687978,,LLC-load-misses,1070383263,100.00,,
     2.501588788,315010,,LLC-store-misses,1070390079,100.00,,
     2.501588788,19500373,,l2_rqsts.miss,1070396548,100.00,,
     3.001961890,2251614383,,cycles,1139973399,100.00,,
     3.001961890,2839730928,,instructions,1139988647,100.00,1.81,insn per cycle
     3.001961890,575139386,,branches,1139999345,100.00,,
     3.001961890,18236499,,branch-misses,1140009636,100.00,4.47,of all branches
     3.001961890,71510072,,L1-dcache-load-misses,1140019910,100.00,,
     3.001961890,58065713,,L1-icache-load-misses,1140029977,100.00,,
     3.001961890,1403352,,LLC-load-misses,1140039987,100.00,,
     3.001961890,514554,,LLC-store-misses,1140049846,100.00,,
     3.001961890,33402464,,l2_rqsts.miss,1140059499,100.00,,
     3.502413395,3070177674,,cycles,1265148273,100.00,,
     3.502413395,4429984808,,instructions,1265167995,100.00,2.48,insn per cycle
     3.502413395,817930412,,branches,1265182477,100.00,,
     3.502413395,23503795,,branch-misses,1265196736,100.00,5.04,of all branches
     3.502413395,84834706,,L1-dcache-load-misses,1265210269,100.00,,
     3.502413395,61192722,,L1-icache-load-misses,1265223649,100.00,,
     3.502413395,2868232,,LLC-load-misses,1265236961,100.00,,
     3.502413395,877323,,LLC-store-misses,1265250537,100.00,,
     3.502413395,45323973,,l2_rqsts.miss,1265263967,100.00,,
     4.002914758,3258131700,,cycles,1375052143,100.00,,
     4.002914758,4584859395,,instructions,1375070252,100.00,2.33,insn per cycle
     4.002914758,866152526,,branches,1375083209,100.00,,
     4.002914758,21323932,,branch-misses,1375096050,100.00,4.13,of all branches
     4.002914758,88927344,,L1-dcache-load-misses,1375108633,100.00,,
     4.002914758,35417187,,L1-icache-load-misses,1375121217,100.00,,
     4.002914758,2968573,,LLC-load-misses,1375133354,100.00,,
     4.002914758,1107138,,LLC-store-misses,1375145561,100.00,,
     4.002914758,46143348,,l2_rqsts.miss,1375157939,100.00,,
     4.503410067,1730482373,,cycles,1360241147,100.00,,
     4.503410067,2439565302,,instructions,1360250950,100.00,1.26,insn per cycle
     4.503410067,463389282,,branches,1360258247,100.00,,
     4.503410067,14649868,,branch-misses,1360265230,100.00,2.87,of all branches
     4.503410067,38590545,,L1-dcache-load-misses,1360272199,100.00,,
     4.503410067,39763791,,L1-icache-load-misses,1360279065,100.00,,
     4.503410067,1173477,,LLC-load-misses,1360285512,100.00,,
     4.503410067,449768,,LLC-store-misses,1360292052,100.00,,
     4.503410067,31027248,,l2_rqsts.miss,1360301287,100.00,,
     5.003836062,3404353604,,cycles,1445838447,100.00,,
     5.003836062,4817020065,,instructions,1445860841,100.00,2.31,insn per cycle
     5.003836062,912356700,,branches,1445878191,100.00,,
     5.003836062,27544017,,branch-misses,1445895660,100.00,5.00,of all branches
     5.003836062,103309962,,L1-dcache-load-misses,1445912447,100.00,,
     5.003836062,73768267,,L1-icache-load-misses,1445929420,100.00,,
     5.003836062,1635674,,LLC-load-misses,1445946568,100.00,,
     5.003836062,760980,,LLC-store-misses,1445966899,100.00,,
     5.003836062,46961942,,l2_rqsts.miss,1445989448,100.00,,
     5.504238139,3275987166,,cycles,1518660513,100.00,,
     5.504238139,4648805099,,instructions,1518675311,100.00,2.12,insn per cycle
     5.504238139,863705847,,branches,1518685627,100.00,,
     5.504238139,26977846,,branch-misses,1518696294,100.00,4.66,of all branches
     5.504238139,90436738,,L1-dcache-load-misses,1518707043,100.00,,
     5.504238139,62932590,,L1-icache-load-misses,1518717089,100.00,,
     5.504238139,1944973,,LLC-load-misses,1518727598,100.00,,
     5.504238139,819525,,LLC-store-misses,1518737833,100.00,,
     5.504238139,47774972,,l2_rqsts.miss,1518747773,100.00,,
     6.004763222,3774326508,,cycles,1588064450,100.00,,
     6.004763222,5860803136,,instructions,1588076794,100.00,2.52,insn per cycle
     6.004763222,1068631474,,branches,1588086049,100.00,,
     6.004763222,25974308,,branch-misses,1588097847,100.00,4.19,of all branches
     6.004763222,120133632,,L1-dcache-load-misses,1588106936,100.00,,
     6.004763222,81383626,,L1-icache-load-misses,1588115977,100.00,,
     6.004763222,2521821,,LLC-load-misses,1588125002,100.00,,
     6.004763222,1008690,,LLC-store-misses,1588133779,100.00,,
     6.004763222,44697667,,l2_rqsts.miss,1588142333,100.00,,
     6.505239515,3223690927,,cycles,1625064746,100.00,,
     6.505239515,4800158432,,instructions,1625067376,100.00,2.00,insn per cycle
     6.505239515,921431420,,branches,1625069033,100.00,,
     6.505239515,24784452,,branch-misses,1625070727,100.00,3.85,of all branches
     6.505239515,99558053,,L1-dcache-load-misses,1625072347,100.00,,
     6.505239515,59324996,,L1-icache-load-misses,1625073920,100.00,,
     6.505239515,1193006,,LLC-load-misses,1625075559,100.00,,
     6.505239515,532190,,LLC-store-misses,1625077131,100.00,,
     6.505239515,30788755,,l2_rqsts.miss,1625078672,100.00,,
     7.005651897,2677105332,,cycles,1639934658,100.00,,
     7.005651897,3723386550,,instructions,1639939784,100.00,1.54,insn per cycle
     7.005651897,453599496,,branches,1639943978,100.00,,
     7.005651897,9552166,,branch-misses,1639950169,100.00,1.52,of all branches
     7.005651897,32829557,,L1-dcache-load-misses,1639955426,100.00,,
     7.005651897,25446036,,L1-icache-load-misses,1639959226,100.00,,
     7.005651897,885796,,LLC-load-misses,1639966431,100.00,,
     7.005651897,161205,,LLC-store-misses,1639970844,100.00,,
     7.005651897,25483060,,l2_rqsts.miss,1639974513,100.00,,
     7.506189022,1864962169,,cycles,1620533717,100.00,,
     7.506189022,2531483978,,instructions,1620546803,100.00,1.06,insn per cycle
     7.506189022,483816346,,branches,1620556867,100.00,,
     7.506189022,15709681,,branch-misses,1620566425,100.00,2.53,of all branches
     7.506189022,41441399,,L1-dcache-load-misses,1620576268,100.00,,
     7.506189022,28264722,,L1-icache-load-misses,1620586196,100.00,,
     7.506189022,2291658,,LLC-load-misses,1620595927,100.00,,
     7.506189022,457094,,LLC-store-misses,1620605945,100.00,,
     7.506189022,24429583,,l2_rqsts.miss,1620617589,100.00,,
     8.006735157,3255607733,,cycles,1647253064,100.00,,
     8.006735157,4919754992,,instructions,1647264191,100.00,2.02,insn per cycle
     8.006735157,936163853,,branches,1647271492,100.00,,
     8.006735157,27048398,,branch-misses,1647278872,100.00,4.23,of all branches
     8.006735157,94115912,,L1-dcache-load-misses,1647286179,100.00,,
     8.006735157,58078640,,L1-icache-load-misses,1647292992,100.00,,
     8.006735157,1653041,,LLC-load-misses,1647300148,100.00,,
     8.006735157,788644,,LLC-store-misses,1647306899,100.00,,
     8.006735157,34499286,,l2_rqsts.miss,1647313855,100.00,,
     8.507239449,3542432567,,cycles,1685742165,100.00,,
     8.507239449,5233611188,,instructions,1685753364,100.00,2.09,insn per cycle
     8.507239449,973228685,,branches,1685762574,100.00,,
     8.507239449,27096188,,branch-misses,1685773927,100.00,4.11,of all branches
     8.507239449,97107933,,L1-dcache-load-misses,1685788672,100.00,,
     8.507239449,58566167,,L1-icache-load-misses,1685799806,100.00,,
     8.507239449,2609106,,LLC-load-misses,1685810158,100.00,,
     8.507239449,856987,,LLC-store-misses,1685819559,100.00,,
