# started on Sun May 31 16:14:21 2020

     0.500112082,1607.04,msec,task-clock,1607035065,100.00,3.214,CPUs utilized
     0.500112082,39,,context-switches,1607060340,100.00,0.024,K/sec
     0.500112082,0,,cpu-migrations,1607069408,100.00,0.000,K/sec
     0.500112082,9489,,page-faults,1607078220,100.00,0.006,M/sec
     0.500112082,2562758631,,cycles,1607306845,100.00,1.595,GHz
     0.500112082,2294370203,,instructions,1607318449,100.00,0.90,insn per cycle
     0.500112082,465978284,,branches,1607326517,100.00,289.961,M/sec
     0.500112082,11684944,,branch-misses,1607334667,100.00,2.51,of all branches
     1.000470124,500.34,msec,task-clock,1053687966,100.00,1.001,CPUs utilized
     1.000470124,0,,context-switches,1053695140,100.00,0.000,K/sec
     1.000470124,0,,cpu-migrations,1053699810,100.00,0.000,K/sec
     1.000470124,7340,,page-faults,1053703996,100.00,0.007,M/sec
     1.000470124,848565440,,cycles,1053818211,100.00,0.805,GHz
     1.000470124,2013395117,,instructions,1053823404,100.00,1.18,insn per cycle
     1.000470124,493615493,,branches,1053827949,100.00,468.465,M/sec
     1.000470124,1482299,,branch-misses,1053832507,100.00,0.31,of all branches
     1.500760562,500.24,msec,task-clock,869204713,100.00,1.000,CPUs utilized
     1.500760562,2,,context-switches,869209720,100.00,0.002,K/sec
     1.500760562,0,,cpu-migrations,869212626,100.00,0.000,K/sec
     1.500760562,1141,,page-faults,869215461,100.00,0.001,M/sec
     1.500760562,848398773,,cycles,869293667,100.00,0.976,GHz
     1.500760562,1976320692,,instructions,869297024,100.00,1.39,insn per cycle
     1.500760562,428473128,,branches,869299895,100.00,492.948,M/sec
     1.500760562,1043541,,branch-misses,869302703,100.00,0.23,of all branches
     2.001094724,500.28,msec,task-clock,776972726,100.00,1.001,CPUs utilized
     2.001094724,3,,context-switches,776976227,100.00,0.004,K/sec
     2.001094724,0,,cpu-migrations,776978452,100.00,0.000,K/sec
     2.001094724,1609,,page-faults,776980421,100.00,0.002,M/sec
     2.001094724,848458314,,cycles,777041095,100.00,1.092,GHz
     2.001094724,1969502761,,instructions,777043221,100.00,1.54,insn per cycle
     2.001094724,426362787,,branches,777045238,100.00,548.749,M/sec
     2.001094724,1028387,,branch-misses,777047261,100.00,0.23,of all branches
     2.501418207,500.29,msec,task-clock,721636777,100.00,1.001,CPUs utilized
     2.501418207,1,,context-switches,721639788,100.00,0.001,K/sec
     2.501418207,0,,cpu-migrations,721641530,100.00,0.000,K/sec
     2.501418207,1060,,page-faults,721643221,100.00,0.001,M/sec
     2.501418207,848503913,,cycles,721692499,100.00,1.176,GHz
     2.501418207,1998924480,,instructions,721694301,100.00,1.68,insn per cycle
     2.501418207,446270895,,branches,721695891,100.00,618.415,M/sec
     2.501418207,1032046,,branch-misses,721697477,100.00,0.23,of all branches
     3.001747605,500.31,msec,task-clock,684749110,100.00,1.001,CPUs utilized
     3.001747605,0,,context-switches,684751463,100.00,0.000,K/sec
     3.001747605,0,,cpu-migrations,684752760,100.00,0.000,K/sec
     3.001747605,868,,page-faults,684753970,100.00,0.001,M/sec
     3.001747605,848528056,,cycles,684794918,100.00,1.239,GHz
     3.001747605,2074449965,,instructions,684796439,100.00,1.83,insn per cycle
     3.001747605,494929763,,branches,684797721,100.00,722.790,M/sec
     3.001747605,1060573,,branch-misses,684799037,100.00,0.23,of all branches
     3.502065146,500.27,msec,task-clock,658394966,100.00,1.001,CPUs utilized
     3.502065146,2,,context-switches,658396944,100.00,0.003,K/sec
     3.502065146,0,,cpu-migrations,658398047,100.00,0.000,K/sec
     3.502065146,1160,,page-faults,658399100,100.00,0.002,M/sec
     3.502065146,848454336,,cycles,658435059,100.00,1.289,GHz
     3.502065146,1981370264,,instructions,658436241,100.00,1.81,insn per cycle
     3.502065146,429925150,,branches,658437369,100.00,652.990,M/sec
     3.502065146,1026691,,branch-misses,658438501,100.00,0.23,of all branches
     4.002386832,500.27,msec,task-clock,638628815,100.00,1.001,CPUs utilized
     4.002386832,3,,context-switches,638630576,100.00,0.005,K/sec
     4.002386832,0,,cpu-migrations,638631547,100.00,0.000,K/sec
     4.002386832,1449,,page-faults,638632450,100.00,0.002,M/sec
     4.002386832,848440865,,cycles,638664922,100.00,1.329,GHz
     4.002386832,1979756122,,instructions,638666035,100.00,1.86,insn per cycle
     4.002386832,429714228,,branches,638667001,100.00,672.870,M/sec
     4.002386832,984090,,branch-misses,638667962,100.00,0.22,of all branches
     4.502725501,500.31,msec,task-clock,623259876,100.00,1.001,CPUs utilized
     4.502725501,1,,context-switches,623261442,100.00,0.002,K/sec
     4.502725501,0,,cpu-migrations,623262301,100.00,0.000,K/sec
     4.502725501,775,,page-faults,623263128,100.00,0.001,M/sec
     4.502725501,848526535,,cycles,623292377,100.00,1.361,GHz
     4.502725501,2099652977,,instructions,623293486,100.00,2.02,insn per cycle
     4.502725501,513834478,,branches,623294404,100.00,824.431,M/sec
     4.502725501,1040251,,branch-misses,623295288,100.00,0.23,of all branches
     5.003057569,500.30,msec,task-clock,610963635,100.00,1.001,CPUs utilized
     5.003057569,1,,context-switches,610965003,100.00,0.002,K/sec
     5.003057569,0,,cpu-migrations,610965769,100.00,0.000,K/sec
     5.003057569,1008,,page-faults,610966468,100.00,0.002,M/sec
     5.003057569,848502284,,cycles,610993030,100.00,1.389,GHz
     5.003057569,1986562843,,instructions,610993859,100.00,1.95,insn per cycle
     5.003057569,430818007,,branches,610994661,100.00,705.145,M/sec
     5.003057569,1001323,,branch-misses,610995467,100.00,0.22,of all branches
     5.503375325,500.26,msec,task-clock,600899728,100.00,1.001,CPUs utilized
     5.503375325,3,,context-switches,600900926,100.00,0.005,K/sec
     5.503375325,0,,cpu-migrations,600901614,100.00,0.000,K/sec
     5.503375325,1152,,page-faults,600902288,100.00,0.002,M/sec
     5.503375325,848435688,,cycles,600927190,100.00,1.412,GHz
     5.503375325,1981371294,,instructions,600927938,100.00,1.97,insn per cycle
     5.503375325,429943385,,branches,600928635,100.00,715.499,M/sec
     5.503375325,1024981,,branch-misses,600929312,100.00,0.23,of all branches
     6.003665179,500.23,msec,task-clock,592510931,100.00,1.000,CPUs utilized
     6.003665179,3,,context-switches,592512003,100.00,0.005,K/sec
     6.003665179,0,,cpu-migrations,592512633,100.00,0.000,K/sec
     6.003665179,1388,,page-faults,592513220,100.00,0.002,M/sec
     6.003665179,848390116,,cycles,592536700,100.00,1.432,GHz
     6.003665179,1981084199,,instructions,592537406,100.00,2.00,insn per cycle
     6.003665179,430337410,,branches,592538062,100.00,726.294,M/sec
     6.003665179,967006,,branch-misses,592538668,100.00,0.21,of all branches
     6.503938462,500.22,msec,task-clock,585411876,100.00,1.000,CPUs utilized
     6.503938462,2,,context-switches,585412996,100.00,0.003,K/sec
     6.503938462,0,,cpu-migrations,585413594,100.00,0.000,K/sec
     6.503938462,770,,page-faults,585414161,100.00,0.001,M/sec
     6.503938462,848381543,,cycles,585436381,100.00,1.449,GHz
     6.503938462,2099164259,,instructions,585437024,100.00,2.14,insn per cycle
     6.503938462,513407978,,branches,585437681,100.00,877.003,M/sec
     6.503938462,1039677,,branch-misses,585438303,100.00,0.23,of all branches
     7.004217732,500.23,msec,task-clock,579327807,100.00,1.000,CPUs utilized
     7.004217732,2,,context-switches,579328745,100.00,0.003,K/sec
     7.004217732,0,,cpu-migrations,579329281,100.00,0.000,K/sec
     7.004217732,1070,,page-faults,579329797,100.00,0.002,M/sec
     7.004217732,848392117,,cycles,579350741,100.00,1.464,GHz
     7.004217732,1977773444,,instructions,579351320,100.00,2.04,insn per cycle
     7.004217732,428371858,,branches,579351873,100.00,739.429,M/sec
     7.004217732,1010433,,branch-misses,579352407,100.00,0.22,of all branches
     7.504488030,500.21,msec,task-clock,574053485,100.00,1.000,CPUs utilized
     7.504488030,3,,context-switches,574054405,100.00,0.005,K/sec
     7.504488030,0,,cpu-migrations,574054954,100.00,0.000,K/sec
     7.504488030,1146,,page-faults,574055452,100.00,0.002,M/sec
     7.504488030,848359039,,cycles,574075598,100.00,1.478,GHz
     7.504488030,1972988494,,instructions,574076175,100.00,2.05,insn per cycle
