# started on Sat May 30 02:59:45 2020

     0.400114842,1454.99,msec,task-clock,1454990946,100.00,3.637,CPUs utilized
     0.400114842,16897,,context-switches,1455018017,100.00,0.012,M/sec
     0.400114842,1,,cpu-migrations,1455027164,100.00,0.001,K/sec
     0.400114842,10001,,page-faults,1455035669,100.00,0.007,M/sec
     0.400114842,2312625424,,cycles,1455236559,100.00,1.589,GHz
     0.400114842,2045348966,,instructions,1455247081,100.00,0.88,insn per cycle
     0.400114842,397535570,,branches,1455255601,100.00,273.222,M/sec
     0.400114842,7653800,,branch-misses,1455264134,100.00,1.93,of all branches
     0.800532255,384.43,msec,task-clock,919708895,100.00,0.961,CPUs utilized
     0.800532255,13,,context-switches,919716568,100.00,0.014,K/sec
     0.800532255,0,,cpu-migrations,919721228,100.00,0.000,K/sec
     0.800532255,6226,,page-faults,919725405,100.00,0.007,M/sec
     0.800532255,635888737,,cycles,919874694,100.00,0.691,GHz
     0.800532255,956394086,,instructions,919879735,100.00,0.65,insn per cycle
     0.800532255,205573974,,branches,919883903,100.00,223.521,M/sec
     0.800532255,5618224,,branch-misses,919887978,100.00,1.86,of all branches
     1.200871997,382.45,msec,task-clock,740622405,100.00,0.956,CPUs utilized
     1.200871997,47,,context-switches,740626215,100.00,0.063,K/sec
     1.200871997,0,,cpu-migrations,740628217,100.00,0.000,K/sec
     1.200871997,7872,,page-faults,740630166,100.00,0.011,M/sec
     1.200871997,609804822,,cycles,740793668,100.00,0.823,GHz
     1.200871997,821401558,,instructions,740795679,100.00,0.69,insn per cycle
     1.200871997,177717742,,branches,740797466,100.00,239.957,M/sec
     1.200871997,6674491,,branch-misses,740799394,100.00,2.56,of all branches
     1.601182892,394.92,msec,task-clock,654196648,100.00,0.987,CPUs utilized
     1.601182892,42,,context-switches,654199515,100.00,0.064,K/sec
     1.601182892,0,,cpu-migrations,654201156,100.00,0.000,K/sec
     1.601182892,13245,,page-faults,654202617,100.00,0.020,M/sec
     1.601182892,641035758,,cycles,654360649,100.00,0.980,GHz
     1.601182892,812579364,,instructions,654362129,100.00,0.77,insn per cycle
     1.601182892,175362251,,branches,654363468,100.00,268.057,M/sec
     1.601182892,5952794,,branch-misses,654364808,100.00,2.49,of all branches
     2.001490728,400.29,msec,task-clock,603416263,100.00,1.001,CPUs utilized
     2.001490728,0,,context-switches,603418494,100.00,0.000,K/sec
     2.001490728,0,,cpu-migrations,603419731,100.00,0.000,K/sec
     2.001490728,13187,,page-faults,603420884,100.00,0.022,M/sec
     2.001490728,678906782,,cycles,603547520,100.00,1.125,GHz
     2.001490728,962120820,,instructions,603548936,100.00,0.99,insn per cycle
     2.001490728,202075098,,branches,603550026,100.00,334.885,M/sec
     2.001490728,5780816,,branch-misses,603551116,100.00,2.50,of all branches
     2.401801660,384.45,msec,task-clock,566921644,100.00,0.961,CPUs utilized
     2.401801660,11,,context-switches,566923494,100.00,0.019,K/sec
     2.401801660,0,,cpu-migrations,566924510,100.00,0.000,K/sec
     2.401801660,6813,,page-faults,566925465,100.00,0.012,M/sec
     2.401801660,636745685,,cycles,567045268,100.00,1.123,GHz
     2.401801660,853634761,,instructions,567046401,100.00,0.93,insn per cycle
     2.401801660,186097462,,branches,567047287,100.00,328.260,M/sec
     2.401801660,6561574,,branch-misses,567048204,100.00,2.93,of all branches
     2.802113940,400.23,msec,task-clock,543108186,100.00,1.001,CPUs utilized
     2.802113940,4,,context-switches,543109772,100.00,0.007,K/sec
     2.802113940,0,,cpu-migrations,543110630,100.00,0.000,K/sec
     2.802113940,10894,,page-faults,543111435,100.00,0.020,M/sec
     2.802113940,678757996,,cycles,543215350,100.00,1.250,GHz
     2.802113940,1470943927,,instructions,543216211,100.00,1.66,insn per cycle
     2.802113940,299523653,,branches,543217018,100.00,551.499,M/sec
     2.802113940,1803326,,branch-misses,543217818,100.00,0.77,of all branches
     3.085428850,283.20,msec,task-clock,510619496,100.00,0.708,CPUs utilized
     3.085428850,0,,context-switches,510619496,100.00,0.000,K/sec
     3.085428850,0,,cpu-migrations,510619496,100.00,0.000,K/sec
     3.085428850,7088,,page-faults,510619496,100.00,0.014,M/sec
     3.085428850,480246357,,cycles,510708620,100.00,0.941,GHz
     3.085428850,347428438,,instructions,510708620,100.00,0.42,insn per cycle
     3.085428850,90088490,,branches,510708620,100.00,176.430,M/sec
     3.085428850,1594047,,branch-misses,510708620,100.00,0.74,of all branches
